id,cui_microbe,cui_disease,neg_relations,pos_relations,strength_raw,strength_IF
610,C0009054,C4313271,1,0,-1,-0.783
611,C0009054,C1408258,1,0,-1,-0.944
612,C0009054,C0002726,1,0,-1,-0.538
613,C0009054,C0242647,1,0,-1,-3.5
614,C0009054,C0005658,0,1,1,0.68
615,C0009054,C1827547,0,1,1,0.78
616,C0009054,C0856727,0,1,1,0.677
617,C0009054,C0267941,1,0,-1,-0.783
618,C0009054,C3714514,0,1,1,0.622
619,C0009054,C0151671,1,2,1,0.8
620,C0009054,C0012817,3,0,-3,-2.017
621,C0009054,C4317009,1,0,-1,-0.331
622,C0009054,C0042237,0,1,1,3.5
623,C0009054,C0746730,1,0,-1,-0.767
624,C0009054,C1112157,0,1,1,0.783
625,C0009054,C0043251,0,1,1,0.789
626,C0009054,C0003860,0,1,1,0.793
627,C0009054,C4025218,0,1,1,0.793
628,C0009054,C1879526,0,1,1,0.818
629,C0009054,C0152018,0,1,1,1.581
630,C0009054,C0007847,0,1,1,0.759
631,C0009054,C0016169,0,1,1,0.616
632,C0009054,C0149889,0,1,1,0.616
633,C0009054,C0030312,0,1,1,0.783
634,C0009054,C0677930,1,0,-1,-1.031
635,C0009054,C0856975,0,3,3,5.071
636,C0009054,C0160420,0,2,2,1.701
637,C0009054,C1535926,0,1,1,0.826
638,C0009054,C0003962,1,1,0,-1.97
639,C0009054,C0085593,1,0,-1,-0.783
640,C0009054,C0010418,1,0,-1,-0.692
641,C0009054,C0012242,0,3,3,2.46
642,C0009054,C0751416,0,1,1,0.936
643,C0009054,C0302809,0,1,1,0.975
644,C0009054,C1855073,0,1,1,0.507
645,C0009054,C0521610,0,1,1,0.783
646,C0009054,C2936179,1,0,-1,-0.976
647,C0009054,C0424295,0,3,3,2.21
648,C0009054,C0598309,0,1,1,0.783
649,C0009054,C0155877,2,0,-2,-1.558
650,C0009054,C0796138,1,0,-1,-0.523
651,C0009054,C0401149,1,2,1,1.098
652,C0009054,C0006109,1,0,-1,-0.777
653,C0009054,C0033687,1,0,-1,-0.777
654,C0009054,C0004659,1,0,-1,-0.818
655,C0009054,C0521654,1,0,-1,-0.783
656,C0009054,C0948692,0,1,1,0.783
657,C0009054,C0037274,0,1,1,0.975
658,C0009054,C0476270,1,0,-1,-0.826
659,C0009054,C0024131,0,3,3,2.52
660,C0009054,C0795692,1,0,-1,-0.826
661,C0009054,C0023885,0,2,2,1.316
662,C0009054,C0042267,0,1,1,0.699
663,C0009054,C0024530,1,1,0,-0.242
664,C0009054,C0020507,0,1,1,0.818
665,C0009054,C0011860,2,0,-2,-4.363
666,C0009054,C0162429,1,0,-1,-0.819
667,C0009054,C0868908,0,1,1,0.523
668,C0009054,C0002871,3,0,-3,-1.902
669,C0009054,C0002736,1,1,0,-0.365
670,C0009054,C0270611,1,1,0,-0.136
671,C0009054,C0341439,0,1,1,0.583
672,C0009054,C0677898,0,1,1,0.609
673,C0009054,C0013473,0,1,1,1.491
674,C0009054,C0027708,0,1,1,1.244
675,C0009054,C1335302,0,2,2,2.412
676,C0009054,C0206677,1,1,0,-0.469
677,C0009054,C0035869,0,2,2,3.963
678,C0009054,C0280100,0,1,1,0.944
679,C0009054,C4287543,1,1,0,0.139
680,C0009054,C0016658,0,1,1,0.87
681,C0009054,C0004941,1,0,-1,-0.826
682,C0009054,C0409959,1,1,0,-3.099
683,C0009054,C1142499,0,1,1,0.666
684,C0009054,C0035309,2,0,-2,-1.41
685,C0009054,C5391534,0,1,1,0.692
686,C0009054,C0008372,1,0,-1,-0.944
687,C0009054,C0014179,0,5,5,4.133
688,C0009054,C0032914,0,1,1,1.185
689,C0009054,C0023269,1,0,-1,-0.65
690,C0009054,C0030305,0,3,3,5.119
691,C0009054,C0019163,0,1,1,0.818
692,C0009054,C0019187,0,2,2,1.474
693,C0009054,C0030326,0,1,1,0.803
694,C0009054,C0040822,0,4,4,2.941
695,C0009054,C0013370,1,0,-1,-0.944
696,C0009054,C0577631,1,0,-1,-0.933
697,C0009054,C5556502,0,1,1,0.975
698,C0009054,C0085695,2,3,1,0.963
699,C0009054,C0555307,1,0,-1,-3.5
700,C0009054,C0036983,1,1,0,-0.362
701,C0009054,C0011581,1,5,4,3.653
702,C0009054,C0007642,0,1,1,0.54
703,C0009054,C0919267,1,1,0,0.003
704,C0009054,C0043144,3,6,3,-0.619
705,C0009054,C1510475,3,0,-3,-3.199
706,C0009054,C0275619,0,1,1,0.692
707,C0009054,C0347129,1,0,-1,-0.944
708,C0009054,C0153446,1,0,-1,-0.944
709,C0009054,C0016325,1,0,-1,-0.611
710,C0009054,C0036421,2,0,-2,-1.918
711,C0009054,C0001973,1,0,-1,-0.525
712,C0009054,C0085762,1,0,-1,-0.525
713,C0009054,C0566943,0,1,1,0.558
714,C0009054,C0012634,1,2,1,0.814
715,C0009054,C0009187,1,0,-1,-0.604
716,C0009054,C0085584,1,3,2,-1.237
717,C0009054,C0243026,0,2,2,1.612
718,C0009054,C0546275,0,1,1,1.147
719,C0009054,C0014858,1,0,-1,-0.653
720,C0009054,C0003862,0,1,1,0.784
721,C0009054,C0149896,1,0,-1,-0.704
722,C0009054,C0003469,1,0,-1,-0.512
723,C0009054,C0034895,1,0,-1,-0.401
724,C0009054,C0037116,0,1,1,0.826
725,C0009054,C0034069,0,2,2,1.609
726,C0009054,C0020433,1,0,-1,-0.595
727,C0009054,C0151763,1,6,5,3.664
728,C0009054,C0014070,0,1,1,0.793
729,C0009054,C0018378,0,1,1,0.793
730,C0009054,C1443901,0,1,1,0.705
731,C0009054,C0014457,1,0,-1,-3.5
732,C0009054,C0019196,2,0,-2,-1.523
733,C0009054,C0878544,0,1,1,0.692
734,C0009054,C0021375,4,1,-3,-4.474
735,C0009054,C2718067,1,0,-1,-1.007
736,C0009054,C0700502,1,0,-1,-0.782
737,C0009054,C0020877,2,0,-2,-4.283
738,C0009054,C0546837,0,1,1,3.5
739,C0009054,C0007097,4,2,-2,-0.54
740,C0009054,C0392707,5,4,-1,-4.055
741,C0009054,C0011881,1,3,2,1.466
742,C0009054,C0025309,0,1,1,0.692
743,C0009054,C0876926,0,1,1,3.5
744,C0009054,C0729531,1,0,-1,-0.944
745,C0009054,C0015645,0,1,1,0.692
746,C0009054,C0559470,1,0,-1,-3.5
747,C0009054,C2751993,0,1,1,3.5
748,C0009054,C0027051,0,1,1,3.5
749,C0009054,C0040053,0,1,1,3.5
750,C0009054,C0021308,0,1,1,3.5
751,C0009054,C0035439,0,1,1,0.793
752,C0009054,C0152516,0,1,1,0.43
753,C0009054,C0018099,1,3,2,1.763
754,C0009054,C0004936,1,6,5,2.893
755,C0009054,C0020456,2,1,-1,-0.878
756,C0009054,C0021841,2,4,2,0.695
757,C0009054,C0001418,1,1,0,-0.013
758,C0009054,C0018843,0,2,2,1.574
759,C0009054,C0235272,0,4,4,5.915
760,C0009054,C0333516,4,1,-3,-3.173
761,C0009054,C0036974,1,2,1,-0.137
762,C0009054,C0013395,1,1,0,-2.717
763,C0009054,C0001144,6,2,-4,-7.539
764,C0009054,C0685938,0,1,1,0.54
765,C0009054,C2609129,0,3,3,2.071
766,C0009054,C0014175,3,1,-2,-1.323
767,C0009054,C1704321,1,0,-1,-0.793
768,C0009054,C0014038,1,5,4,2.858
769,C0009054,C0333355,1,1,0,0.238
770,C0009054,C0233794,0,1,1,0.793
771,C0009054,C0235032,0,8,8,6.436
772,C0009054,C0004930,1,1,0,0.048
773,C0009054,C0750952,2,1,-1,-0.833
774,C0009054,C0338831,0,1,1,3.5
775,C0009054,C1290884,4,2,-2,-2.935
776,C0009054,C0004943,5,0,-5,-6.338
777,C0009054,C0005586,3,5,2,1.893
778,C0009054,C0011175,1,0,-1,-0.509
779,C0009054,C3272629,1,0,-1,-0.783
780,C0009054,C0006271,1,0,-1,-0.783
781,C0009054,C1561643,1,2,1,0.988
782,C0009054,C0020179,0,2,2,1.066
783,C0009054,C0016204,0,3,3,2.701
784,C0009054,C0872084,1,1,0,0.377
785,C0009054,C0017086,0,6,6,6.744
786,C0009054,C1282958,1,0,-1,-0.679
787,C0009054,C0004763,0,2,2,1.551
788,C0009054,C0013369,2,1,-1,-0.78
789,C0009054,C0035243,4,0,-4,-3.129
790,C0009054,C2364135,0,1,1,0.509
791,C0009054,C0151594,0,5,5,2.526
792,C0009054,C0152517,0,1,1,0.783
793,C0009054,C0160345,0,3,3,2.255
794,C0009054,C0039614,0,18,18,15.464
795,C0009054,C1168401,0,1,1,0.459
796,C0009054,C0850639,0,1,1,0.459
797,C0009054,C0005411,0,1,1,0.692
798,C0009054,C0019829,1,0,-1,-1.063
799,C0009054,C0679407,2,1,-1,-1.324
800,C0009054,C0917801,1,4,3,2.193
801,C0009054,C0151747,0,1,1,0.539
802,C0009054,C0016053,3,1,-2,-1.891
803,C0009054,C0030193,2,7,5,9.401
804,C0009054,C1561826,1,4,3,2.34
805,C0009054,C4505065,0,1,1,0.826
806,C0009054,C0018801,1,1,0,-0.403
807,C0009054,C0013604,2,0,-2,-1.834
808,C0009054,C0019080,1,0,-1,-0.65
809,C0009054,C3552513,0,1,1,0.692
810,C0009054,C0600688,1,1,0,-0.141
811,C0009054,C0154251,0,1,1,0.826
812,C0009054,C1706307,0,1,1,0.692
813,C0009054,C4023106,3,0,-3,-2.167
814,C0009054,C0024115,0,4,4,2.842
815,C0009054,C0699791,1,7,6,5.406
816,C0009054,C0003864,5,6,1,3.126
817,C0009054,C0178238,4,5,1,0.505
818,C0009054,C0035455,2,1,-1,-1.666
819,C0009054,C0729555,0,2,2,1.971
820,C0009054,C0004623,3,1,-2,-1.934
821,C0009054,C0014118,0,2,2,1.49
822,C0009054,C0042769,4,0,-4,-3.243
823,C0009054,C0205721,0,2,2,1.12
824,C0009054,C1333762,0,1,1,0.511
825,C0009054,C0017152,0,6,6,3.921
826,C0009054,C0040558,1,1,0,-0.091
827,C0009054,C0035372,0,1,1,0.692
828,C0009054,C0017536,2,1,-1,-0.774
829,C0009054,C0031099,1,7,6,10.194
830,C0009054,C0153381,0,3,3,1.849
831,C0009054,C0030793,1,0,-1,-0.759
832,C0009054,C0008311,0,2,2,2.415
833,C0009054,C0008312,1,1,0,0.711
834,C0009054,C1457887,2,0,-2,-1.786
835,C0009054,C0011615,0,3,3,2.099
836,C0009054,C0032343,0,3,3,2.322
837,C0009054,C0278701,1,0,-1,-1.226
838,C0009054,C0178874,1,0,-1,-1.226
839,C0009054,C0040524,0,4,4,2.852
840,C0009054,C0029453,4,4,0,0.965
841,C0009054,C0029118,0,2,2,1.517
842,C0009054,C0242379,4,6,2,1.947
843,C0009054,C0005684,2,1,-1,-1.127
844,C0009054,C0014544,4,3,-1,-4.09
845,C0009054,C0085207,1,5,4,5.994
846,C0009054,C0009062,1,1,0,-0.344
847,C0009054,C0151317,0,1,1,0.574
848,C0009054,C0026769,12,9,-3,-0.505
849,C0009054,C0086132,5,2,-3,-1.361
850,C0009054,C0007785,0,2,2,1.719
851,C0009054,C3850141,0,1,1,3.5
852,C0009054,C1512409,0,1,1,0.865
853,C0009054,C0027765,1,4,3,5.207
854,C0009054,C0022104,2,11,9,11.615
855,C0009054,C0235939,0,1,1,1.244
856,C0009054,C0152078,0,1,1,0.831
857,C0009054,C0033581,1,1,0,0.005
858,C0009054,C0856825,2,0,-2,-7.0
859,C0009054,C0009375,1,1,0,0.072
860,C0009054,C0022116,0,1,1,1.007
861,C0009054,C0029456,4,10,6,5.477
862,C0009054,C3839366,0,1,1,0.975
863,C0009054,C0025319,0,1,1,0.975
864,C0009054,C0007103,1,0,-1,-0.37
865,C0009054,C0041696,0,4,4,3.448
866,C0009054,C0006057,0,26,26,24.701
867,C0009054,C0008370,3,2,-1,-1.111
868,C0009054,C0023903,10,3,-7,-6.003
869,C0009054,C0235974,2,6,4,6.168
870,C0009054,C0009404,1,2,1,1.033
871,C0009054,C0522224,0,3,3,4.709
872,C0009054,C0234958,0,1,1,0.509
873,C0009054,C0242184,5,0,-5,-8.228
874,C0009054,C0011071,0,1,1,0.509
875,C0009054,C0035204,0,1,1,0.692
876,C0009054,C0019158,10,5,-5,-0.933
877,C0009054,C3241937,4,8,4,9.327
878,C0009054,C0023896,0,2,2,1.508
879,C0009054,C0020676,1,1,0,0.036
880,C0009054,C0020550,0,2,2,1.495
881,C0009054,C0004153,1,1,0,0.174
882,C0009054,C0030567,4,4,0,-0.054
883,C0009054,C0344315,3,6,3,4.432
884,C0009054,C0042164,2,2,0,0.312
885,C0009054,C0022661,4,0,-4,-2.765
886,C0009054,C4314700,1,7,6,5.073
887,C0009054,C0014335,7,16,9,7.602
888,C0009054,C0007570,1,8,7,9.623
889,C0009054,C0334044,2,2,0,0.762
890,C0009054,C0334307,1,0,-1,-0.587
891,C0009054,C0017105,0,1,1,0.616
892,C0009054,C0019048,0,1,1,0.616
893,C0009054,C4069284,0,1,1,0.699
894,C0009054,C0271650,4,4,0,0.44
895,C0009054,C0242339,4,1,-3,-4.971
896,C0009054,C0023891,3,0,-3,-5.057
897,C0009054,C0740903,5,2,-3,-2.75
898,C0009054,C3263722,0,1,1,0.553
899,C0009054,C0015967,3,2,-1,-0.631
900,C0009054,C0003175,0,1,1,0.818
901,C0009054,C0001249,0,1,1,0.818
902,C0009054,C0006434,1,2,1,0.677
903,C0009054,C0023895,2,14,12,14.771
904,C0009054,C1269683,6,18,12,17.221
905,C0009054,C0279000,5,15,10,11.618
906,C0009054,C0345904,1,1,0,0.519
907,C0009054,C0030920,0,1,1,0.944
908,C0009054,C0151970,0,1,1,0.944
909,C0009054,C0599949,1,1,0,0.07
910,C0009054,C0017187,0,4,4,2.083
911,C0009054,C0011603,4,15,11,8.053
912,C0009054,C4034374,4,0,-4,-3.017
913,C0009054,C0152254,6,1,-5,-1.431
914,C0009054,C0239946,5,1,-4,-2.95
915,C0009054,C0037036,1,0,-1,-0.783
916,C0009054,C0740441,0,2,2,1.115
917,C0009054,C0016059,11,12,1,1.999
918,C0009054,C0149931,1,3,2,1.091
919,C0009054,C0233514,1,1,0,0.023
920,C0009054,C0003615,1,3,2,1.384
921,C0009054,C0025289,0,2,2,1.499
922,C0009054,C0004610,1,12,11,13.769
923,C0009054,C0031154,2,3,1,0.605
924,C0009054,C0007222,7,5,-2,1.071
925,C0009054,C0003873,2,3,1,0.704
926,C0009054,C1510586,0,6,6,4.342
927,C0009054,C0241863,38,15,-23,-21.268
928,C0009054,C0267454,0,18,18,12.233
929,C0009054,C5446513,1,0,-1,-0.699
930,C0009054,C0002395,5,4,-1,1.302
931,C0009054,C2711227,7,4,-3,0.949
932,C0009054,C0019151,3,0,-3,-2.127
933,C0009054,C2936476,1,2,1,3.591
934,C0009054,C0338656,4,1,-3,-2.559
935,C0009054,C0011265,3,1,-2,-1.335
936,C0009054,C0362046,14,1,-13,-9.369
937,C0009054,C1261473,1,1,0,0.294
938,C0009054,C0003123,1,2,1,-2.619
939,C0009054,C0042963,0,1,1,0.511
940,C0009054,C0027497,0,2,2,1.607
941,C0009054,C0041582,0,3,3,2.42
942,C0009054,C0017160,2,7,5,4.851
943,C0009054,C0036690,8,17,9,12.038
944,C0009054,C0205734,2,0,-2,-1.486
945,C0009054,C0278883,0,1,1,0.759
946,C0009054,C5394393,2,5,3,5.465
947,C0009054,C0020473,8,1,-7,-5.278
948,C0009054,C0029463,2,0,-2,-1.497
949,C0009054,C0007134,3,1,-2,-3.925
950,C0009054,C0011334,0,5,5,2.879
951,C0009054,C0401146,1,4,3,2.377
952,C0009054,C0010054,0,8,8,7.443
953,C0009054,C0333139,0,1,1,0.826
954,C0009054,C0596263,2,9,7,5.23
955,C0009054,C0920207,0,1,1,0.783
956,C0009054,C0027796,1,1,0,-0.052
957,C0009054,C0002170,2,0,-2,-4.117
958,C0009054,C0013595,3,15,12,8.434
959,C0009054,C0014356,5,18,13,9.265
960,C0009054,C0019569,1,0,-1,-0.692
961,C0009054,C0009402,22,28,6,7.808
962,C0009054,C0241910,2,1,-1,-3.574
963,C0009054,C1262477,12,3,-9,-9.736
964,C0009054,C0003125,2,0,-2,-2.026
965,C0009054,C1302401,4,2,-2,-1.235
966,C0009054,C0022658,3,1,-2,-0.863
967,C0009054,C0036572,0,4,4,6.011
968,C0009054,C0267437,32,0,-32,-32.584
969,C0009054,C0524528,0,17,17,26.105
970,C0009054,C0851162,14,33,19,28.097
971,C0009054,C0524620,15,6,-9,-11.13
972,C0009054,C0033860,2,1,-1,2.219
973,C0009054,C0024894,1,2,1,1.041
974,C0009054,C0006142,8,10,2,3.622
975,C0009054,C0025202,11,4,-7,-5.912
976,C0009054,C0940937,0,1,1,0.721
977,C0009054,C0015695,9,5,-4,-2.697
978,C0009054,C0003850,4,8,4,0.122
979,C0009054,C0025517,10,14,4,4.288
980,C0009054,C0876973,0,2,2,1.609
981,C0009054,C0277524,1,2,1,0.07
982,C0009054,C0343386,10,8,-2,-3.779
983,C0009054,C0376618,8,3,-5,-2.968
984,C0009054,C0160390,8,5,-3,-3.112
985,C0009054,C0021390,47,22,-25,-14.055
986,C0009054,C0857121,3,12,9,7.031
987,C0009054,C3889047,28,17,-11,-7.515
988,C0009054,C0007131,2,5,3,5.655
989,C0009054,C0011304,1,0,-1,-0.784
990,C0009054,C0025162,0,1,1,0.975
991,C0009054,C0021831,5,35,30,22.594
992,C0009054,C0006826,38,36,-2,14.3
993,C0009054,C0001430,13,3,-10,-11.254
994,C0009054,C2239176,4,7,3,-1.56
995,C0009054,C0268070,1,0,-1,-0.826
996,C0009054,C0018133,51,1,-50,-57.282
997,C0009054,C0017178,5,16,11,18.83
998,C0009054,C0000737,3,7,4,3.217
999,C0009054,C0000731,1,4,3,2.945
1000,C0009054,C0009488,0,1,1,0.699
1001,C0009054,C0023890,28,42,14,21.414
1002,C0009054,C0376358,0,2,2,1.097
1003,C0009054,C0036341,10,11,1,8.832
1004,C0009054,C0008350,0,10,10,6.88
1005,C0009054,C0850666,1,4,3,-1.048
1006,C0009054,C0231170,0,5,5,4.648
1007,C0009054,C0003467,9,17,8,13.52
1008,C0009054,C0011570,16,24,8,7.489
1009,C0009054,C0015672,2,7,5,5.402
1010,C0009054,C0009450,64,87,23,18.096
1011,C0009054,C0011847,57,28,-29,-13.691
1012,C0009054,C0740394,4,0,-4,-2.998
1013,C0009054,C0948008,0,3,3,2.307
1014,C0009054,C0038454,5,13,8,13.22
1015,C0009054,C4082764,1,4,3,1.916
1016,C0009054,C0011849,8,10,2,-1.155
1017,C0009054,C0042251,0,3,3,1.94
1018,C0009054,C0027651,57,69,12,23.485
1019,C0009054,C1840061,0,5,5,2.613
1020,C0009054,C0024117,5,7,2,0.423
1021,C0009054,C0426576,4,9,5,4.094
1022,C0009054,C0011991,59,126,67,58.002
1023,C0009054,C0009806,14,34,20,26.78
1024,C0009054,C0009319,195,67,-128,-126.213
1025,C0009054,C0238106,2,11,9,13.499
1026,C0009054,C0007102,11,25,14,23.456
1027,C0009054,C0010356,0,3,3,1.69
1028,C0009054,C0028754,69,105,36,43.585
1029,C0009054,C0079840,27,3,-24,-25.99
1030,C0009054,C0019693,15,3,-12,-6.427
1031,C0009054,C0043094,12,12,0,3.149
1032,C0009054,C0010346,17,16,-1,0.112
1033,C0009054,C0020538,11,15,4,6.851
1034,C0009054,C0024623,2,29,27,36.74
1035,C0009054,C0009324,15,14,-1,-3.163
1036,C0009054,C0005587,0,1,1,3.5
1037,C0009054,C0004364,17,6,-11,-10.347
1038,C0009054,C0020517,28,16,-12,-13.001
1039,C0009054,C0004352,13,77,64,72.645
1040,C0009054,C0032285,3,2,-1,-0.907
1041,C0009054,C0232488,2,3,1,1.227
1042,C0009054,C0021368,175,113,-62,-66.195
1043,C0009054,C3662483,6,2,-4,-4.985
1044,C1254144,C0004352,28,23,-5,-4.859
1045,C1254144,C0854196,1,0,-1,-0.706
1046,C1254144,C0034103,0,1,1,3.5
1047,C1254144,C0340279,0,1,1,0.826
1048,C1254144,C0037284,0,1,1,0.783
1049,C1254144,C0023860,0,1,1,1.226
1050,C1254144,C0013295,0,1,1,0.668
1051,C1254144,C0038358,0,1,1,0.668
1052,C1254144,C0349782,0,1,1,0.783
1053,C1254144,C0342288,0,1,1,0.656
1054,C1254144,C0426732,0,1,1,0.818
1055,C1254144,C1960636,1,0,-1,-0.826
1056,C1254144,C0004238,0,1,1,0.677
1057,C1254144,C1449852,1,0,-1,-0.783
1058,C1254144,C1112157,0,1,1,0.783
1059,C1254144,C0279637,0,1,1,0.944
1060,C1254144,C0040136,1,0,-1,-1.102
1061,C1254144,C0346249,1,0,-1,-0.783
1062,C1254144,C0029463,0,1,1,0.492
1063,C1254144,C0023283,0,1,1,0.699
1064,C1254144,C1261473,1,0,-1,-0.793
1065,C1254144,C0311277,0,1,1,0.818
1066,C1254144,C0042109,1,0,-1,-3.5
1067,C1254144,C0010068,0,1,1,0.607
1068,C1254144,C0006118,3,0,-3,-5.118
1069,C1254144,C1336462,0,1,1,0.783
1070,C1254144,C0040425,0,1,1,0.211
1071,C1254144,C2609129,1,0,-1,-0.696
1072,C1254144,C0267963,1,0,-1,-0.696
1073,C1254144,C0020557,1,0,-1,-0.696
1074,C1254144,C0020550,0,1,1,3.5
1075,C1254144,C0006852,1,0,-1,-1.175
1076,C1254144,C0042749,1,0,-1,-0.818
1077,C1254144,C0341906,0,1,1,0.705
1078,C1254144,C4317009,1,0,-1,-0.64
1079,C1254144,C4022804,2,0,-2,-1.518
1080,C1254144,C5197846,1,0,-1,-0.979
1081,C1254144,C0033687,1,0,-1,-0.786
1082,C1254144,C0004153,0,1,1,1.435
1083,C1254144,C0005587,1,0,-1,-0.696
1084,C1254144,C0013395,0,1,1,0.944
1085,C1254144,C0401151,0,1,1,0.944
1086,C1254144,C0085631,1,0,-1,-1.128
1087,C1254144,C0026764,1,0,-1,-1.096
1088,C1254144,C0275524,1,0,-1,-0.699
1089,C1254144,C0476089,0,1,1,0.574
1090,C1254144,C0006111,0,1,1,0.982
1091,C1254144,C0002871,0,2,2,1.03
1092,C1254144,C1850415,0,1,1,3.5
1093,C1254144,C1837256,0,1,1,3.5
1094,C1254144,C0018621,1,0,-1,-0.699
1095,C1254144,C0149725,0,1,1,0.783
1096,C1254144,C0035078,1,0,-1,-0.819
1097,C1254144,C0006145,0,2,2,1.828
1098,C1254144,C0003872,1,1,0,2.681
1099,C1254144,C0009763,0,1,1,0.692
1100,C1254144,C0009768,0,1,1,0.692
1101,C1254144,C0162836,1,0,-1,-0.577
1102,C1254144,C0423703,1,0,-1,-0.754
1103,C1254144,C1457887,0,1,1,0.713
1104,C1254144,C0020505,0,1,1,0.793
1105,C1254144,C0008372,1,0,-1,-0.186
1106,C1254144,C2937358,1,0,-1,-0.833
1107,C1254144,C0494165,0,1,1,0.65
1108,C1254144,C0012359,1,0,-1,-0.699
1109,C1254144,C0028778,1,0,-1,-0.699
1110,C1254144,C0334108,0,1,1,0.692
1111,C1254144,C0151654,1,0,-1,-0.777
1112,C1254144,C0031256,0,1,1,0.574
1113,C1254144,C0868908,1,0,-1,-0.592
1114,C1254144,C1456868,1,0,-1,-0.793
1115,C1254144,C0027746,2,0,-2,-4.326
1116,C1254144,C0400979,1,0,-1,-0.692
1117,C1254144,C0022116,1,0,-1,-0.692
1118,C1254144,C0699748,0,1,1,0.692
1119,C1254144,C0153452,0,1,1,0.692
1120,C1254144,C0004509,0,1,1,0.783
1121,C1254144,C3164407,0,1,1,0.783
1122,C1254144,C0021342,1,0,-1,-0.616
1123,C1254144,C0009766,0,1,1,0.946
1124,C1254144,C0282616,1,0,-1,-0.975
1125,C1254144,C4048747,1,0,-1,-0.783
1126,C1254144,C0012813,1,1,0,-0.034
1127,C1254144,C0574960,0,1,1,1.19
1128,C1254144,C0027873,0,1,1,0.611
1129,C1254144,C0152013,0,1,1,0.53
1130,C1254144,C0042267,1,1,0,-0.83
1131,C1254144,C5441521,0,1,1,0.875
1132,C1254144,C0003868,1,0,-1,-0.453
1133,C1254144,C1849265,1,0,-1,-1.226
1134,C1254144,C4021764,0,1,1,0.944
1135,C1254144,C0242301,0,1,1,0.944
1136,C1254144,C0025218,0,1,1,0.783
1137,C1254144,C0004096,2,5,3,2.973
1138,C1254144,C0007193,1,0,-1,-1.555
1139,C1254144,C0011303,0,1,1,3.5
1140,C1254144,C5544517,0,1,1,1.017
1141,C1254144,C1275684,1,1,0,-0.12
1142,C1254144,C0013604,1,0,-1,-0.745
1143,C1254144,C0024523,1,0,-1,-0.745
1144,C1254144,C4703391,1,0,-1,-1.133
1145,C1254144,C0678222,0,1,1,0.759
1146,C1254144,C0400877,1,0,-1,-0.726
1147,C1254144,C3160815,0,1,1,0.696
1148,C1254144,C0085859,0,1,1,0.865
1149,C1254144,C0876994,1,0,-1,-0.793
1150,C1254144,C4726597,1,0,-1,-0.793
1151,C1254144,C0037929,0,1,1,0.692
1152,C1254144,C0043251,1,0,-1,-0.692
1153,C1254144,C0341858,0,1,1,0.783
1154,C1254144,C0347854,1,0,-1,-0.621
1155,C1254144,C0042708,1,0,-1,-0.621
1156,C1254144,C1800706,0,1,1,1.858
1157,C1254144,C0017086,0,1,1,0.259
1158,C1254144,C1168273,0,2,2,0.706
1159,C1254144,C0267638,0,1,1,0.259
1160,C1254144,C0152516,2,0,-2,-1.319
1161,C1254144,C0036992,2,0,-2,-1.781
1162,C1254144,C5670002,1,0,-1,-0.818
1163,C1254144,C1167791,1,0,-1,-0.818
1164,C1254144,C0600688,2,2,0,0.606
1165,C1254144,C0021375,1,0,-1,-1.155
1166,C1254144,C0020500,0,1,1,0.699
1167,C1254144,C0151521,1,0,-1,-0.501
1168,C1254144,C0017495,1,0,-1,-0.607
1169,C1254144,C0085584,1,2,1,3.486
1170,C1254144,C1299888,0,3,3,1.817
1171,C1254144,C0004943,1,0,-1,-0.788
1172,C1254144,C0014130,0,1,1,0.782
1173,C1254144,C0010356,0,1,1,0.511
1174,C1254144,C3892044,1,0,-1,-0.647
1175,C1254144,C0746883,0,1,1,0.647
1176,C1254144,C0205721,0,2,2,2.627
1177,C1254144,C5392833,1,1,0,0.0
1178,C1254144,C0007138,0,1,1,0.793
1179,C1254144,C0520679,0,2,2,1.238
1180,C1254144,C0028756,0,2,2,4.385
1181,C1254144,C0005940,1,0,-1,-0.713
1182,C1254144,C0699791,0,3,3,3.23
1183,C1254144,C4721649,0,1,1,3.5
1184,C1254144,C1333468,0,1,1,3.5
1185,C1254144,C0030920,0,1,1,0.783
1186,C1254144,C0085166,0,1,1,0.699
1187,C1254144,C3809781,1,0,-1,-0.826
1188,C1254144,C0162316,1,0,-1,-0.713
1189,C1254144,C0585362,0,1,1,0.651
1190,C1254144,C0023343,2,0,-2,-0.822
1191,C1254144,C0376620,2,1,-1,-1.27
1192,C1254144,C0014553,1,0,-1,-0.944
1193,C1254144,C1720816,1,0,-1,-0.512
1194,C1254144,C0015397,0,2,2,1.757
1195,C1254144,C0339143,0,1,1,0.975
1196,C1254144,C1867864,0,1,1,0.611
1197,C1254144,C0023418,0,2,2,1.391
1198,C1254144,C0338908,1,3,2,1.532
1199,C1254144,C1258215,2,0,-2,-1.36
1200,C1254144,C5556502,1,0,-1,-0.409
1201,C1254144,C0264220,1,0,-1,-0.574
1202,C1254144,C5234922,1,0,-1,-0.423
1203,C1254144,C0151746,1,0,-1,-0.795
1204,C1254144,C0024198,0,1,1,1.226
1205,C1254144,C0023364,0,1,1,1.226
1206,C1254144,C0042133,1,0,-1,-0.423
1207,C1254144,C0037299,0,2,2,1.645
1208,C1254144,C0008354,3,0,-3,-2.922
1209,C1254144,C0017636,0,1,1,1.842
1210,C1254144,C0149721,2,2,0,-0.018
1211,C1254144,C0238705,0,1,1,0.793
1212,C1254144,C0009376,1,0,-1,-1.244
