id,cui_microbe,cui_disease,neg_relations,pos_relations,strength_raw,strength_IF
18632,C0042447,C0027746,1,0,-1,-0.826
18633,C0042447,C0022408,1,0,-1,-0.783
18634,C0042447,C0007570,0,1,1,0.944
18635,C0042447,C0002395,1,0,-1,-0.885
18636,C0042447,C1258215,0,1,1,0.759
18637,C0042447,C0023891,0,2,2,1.966
18638,C0042447,C0025289,0,1,1,0.574
18639,C0042447,C0029443,0,1,1,0.574
18640,C0042447,C0154682,0,1,1,0.512
18641,C0042447,C0002736,0,1,1,0.512
18642,C0042447,C0024115,0,1,1,0.512
18643,C0042447,C0030193,0,1,1,3.5
18644,C0042447,C0279000,0,1,1,0.783
18645,C0042447,C0008312,0,1,1,0.956
18646,C0042447,C0524620,1,0,-1,-0.745
18647,C0042447,C0038002,0,1,1,0.944
18648,C0042447,C0001418,0,1,1,0.759
18649,C0042447,C0872084,2,0,-2,-4.205
18650,C0042447,C0022661,0,2,2,1.54
18651,C0042447,C0014859,0,3,3,2.135
18652,C0042447,C5394393,1,0,-1,-0.677
18653,C0042447,C1510586,1,0,-1,-3.5
18654,C0042447,C0018213,1,0,-1,-0.926
18655,C0042447,C0342257,1,0,-1,-0.783
18656,C0042447,C0015695,0,2,2,1.757
18657,C0042447,C0004623,0,1,1,0.783
18658,C0042447,C1510475,1,0,-1,-1.813
18659,C0042447,C0007775,1,0,-1,-0.944
18660,C0042447,C0750952,1,0,-1,-0.692
18661,C0042447,C0004936,2,0,-2,-4.444
18662,C0042447,C0400966,0,2,2,1.475
18663,C0042447,C0042251,1,0,-1,-0.594
18664,C0042447,C0011175,0,1,1,0.885
18665,C0042447,C0007222,0,2,2,1.662
18666,C0042447,C0043144,1,0,-1,-0.478
18667,C0042447,C0014457,0,1,1,0.478
18668,C0042447,C0362046,0,1,1,1.007
18669,C0042447,C1960636,0,1,1,1.007
18670,C0042447,C0949690,1,1,0,-1.235
18671,C0042447,C0085605,1,0,-1,-0.784
18672,C0042447,C0276609,0,1,1,0.783
18673,C0042447,C0042998,1,0,-1,-0.826
18674,C0042447,C0279626,0,1,1,0.692
18675,C0042447,C0024623,0,1,1,0.692
18676,C0042447,C0341439,1,0,-1,-0.699
18677,C0042447,C0041582,1,0,-1,-0.885
18678,C0042447,C0151521,0,1,1,0.696
18679,C0042447,C0014175,1,0,-1,-0.793
18680,C0042447,C0008370,1,0,-1,-0.509
18681,C0042447,C0019187,1,2,1,1.526
18682,C0042447,C0025517,0,2,2,1.519
18683,C0042447,C1168401,0,1,1,0.89
18684,C0042447,C0008495,0,2,2,1.267
18685,C0042447,C0566602,0,3,3,2.986
18686,C0042447,C0854211,2,0,-2,-1.414
18687,C0042447,C0544452,0,2,2,4.293
18688,C0042447,C0004364,0,3,3,2.509
18689,C0042447,C0024121,0,1,1,0.612
18690,C0042447,C0002871,0,1,1,1.047
18691,C0042447,C0041696,0,2,2,1.557
18692,C0042447,C0003864,1,0,-1,-0.803
18693,C0042447,C0020875,1,0,-1,-0.595
18694,C0042447,C0004096,0,1,1,0.423
18695,C0042447,C0011991,2,2,0,-0.66
18696,C0042447,C0267167,1,0,-1,-0.777
18697,C0042447,C0000731,0,1,1,0.696
18698,C0042447,C0001883,0,1,1,3.5
18699,C0042447,C0019158,2,5,3,3.265
18700,C0042447,C0011581,0,1,1,0.636
18701,C0042447,C3241937,1,1,0,-0.152
18702,C0042447,C0234985,0,1,1,0.783
18703,C0042447,C0085762,1,0,-1,-1.53
18704,C0042447,C0017178,2,0,-2,-2.156
18705,C0042447,C0341503,1,2,1,0.919
18706,C0042447,C0426576,0,1,1,0.574
18707,C0042447,C0030297,1,0,-1,-0.542
18708,C0042447,C0009375,1,0,-1,-0.542
18709,C0042447,C0009450,4,7,3,-0.693
18710,C0042447,C0699889,1,0,-1,-1.031
18711,C0042447,C0035220,0,1,1,0.574
18712,C0042447,C0701818,0,1,1,0.677
18713,C0042447,C0344315,3,2,-1,-3.32
18714,C0042447,C0871189,0,1,1,0.669
18715,C0042447,C0033975,7,0,-7,-5.268
18716,C0042447,C0038012,5,3,-2,-0.132
18717,C0042447,C3495559,0,3,3,2.034
18718,C0042447,C0009806,1,0,-1,-0.783
18719,C0042447,C0036341,7,9,2,-4.928
18720,C0042447,C0011847,4,5,1,-1.278
18721,C0042447,C0033860,2,2,0,-0.701
18722,C0042447,C3889047,0,2,2,1.576
18723,C0042447,C0022104,1,7,6,6.937
18724,C0042447,C0012634,0,2,2,1.71
18725,C0042447,C0524528,2,3,1,6.272
18726,C0042447,C0751792,0,1,1,0.783
18727,C0042447,C0239946,0,6,6,4.344
18728,C0042447,C0851162,1,2,1,-1.917
18729,C0042447,C2936476,0,1,1,0.793
18730,C0042447,C0020538,0,4,4,3.088
18731,C0042447,C0014118,0,3,3,2.082
18732,C0042447,C0007137,0,1,1,0.927
18733,C0042447,C0007102,1,0,-1,-0.826
18734,C0042447,C0017574,0,2,2,4.199
18735,C0042447,C1269683,3,6,3,2.606
18736,C0042447,C0151763,0,1,1,0.826
18737,C0042447,C0016059,2,20,18,14.801
18738,C0042447,C0026769,1,1,0,-0.355
18739,C0042447,C0271650,0,3,3,2.279
18740,C0042447,C0013595,2,0,-2,-1.419
18741,C0042447,C0857121,2,4,2,1.093
18742,C0042447,C0039082,1,1,0,-0.382
18743,C0042447,C1561643,1,0,-1,-0.696
18744,C0042447,C0011265,1,0,-1,-0.696
18745,C0042447,C0011570,7,7,0,-1.518
18746,C0042447,C0023895,4,4,0,0.492
18747,C0042447,C0027651,4,2,-2,-2.157
18748,C0042447,C0029456,5,1,-4,-5.962
18749,C0042447,C0235974,0,2,2,1.514
18750,C0042447,C0009402,0,6,6,4.741
18751,C0042447,C0019693,0,4,4,2.987
18752,C0042447,C0031099,1,6,5,0.937
18753,C0042447,C0011334,1,10,9,5.385
18754,C0042447,C0338656,4,3,-1,1.96
18755,C0042447,C0085584,0,2,2,4.011
18756,C0042447,C0019151,3,5,2,4.059
18757,C0042447,C0032285,0,1,1,0.783
18758,C0042447,C0009319,1,3,2,1.245
18759,C0042447,C0242379,0,6,6,4.337
18760,C0042447,C0030486,0,5,5,9.566
18761,C0042447,C0034372,0,1,1,3.5
18762,C0042447,C0020473,1,1,0,-0.095
18763,C0042447,C0029453,0,1,1,0.666
18764,C0042447,C0024141,0,4,4,8.372
18765,C0042447,C0004352,18,1,-17,-17.3
18766,C0042447,C0028754,5,26,21,18.554
18767,C0042447,C0520679,0,1,1,0.98
18768,C0042447,C0023890,14,60,46,50.245
18769,C0042447,C0003850,1,3,2,1.023
18770,C0042447,C0038454,0,8,8,6.003
18771,C0042447,C4314700,2,0,-2,-1.586
18772,C0042447,C0021390,5,9,4,3.838
18773,C0042447,C0043094,1,3,2,4.002
18774,C0042447,C0004153,1,0,-1,-0.677
18775,C0042447,C0007131,1,1,0,-0.109
18776,C0042447,C0009324,1,3,2,3.02
18777,C0042447,C0010346,5,20,15,21.883
18778,C0042447,C0008350,0,4,4,3.223
18779,C0042447,C0011849,0,3,3,2.127
18780,C0042447,C0006826,1,9,8,5.775
18781,C0042447,C0021368,6,31,25,27.337
18782,C0042447,C0024117,0,5,5,3.78
18783,C0042447,C0376618,3,13,10,13.763
18784,C4386155,C0022104,0,1,1,0.783
18785,C4386155,C0027651,2,0,-2,-1.703
18786,C4386155,C1168401,1,0,-1,-0.944
18787,C3084169,C0851162,0,2,2,1.351
18788,C3084169,C0011991,1,0,-1,-1.096
18789,C3084169,C0009488,1,0,-1,-0.956
18790,C3084169,C0003615,0,1,1,0.783
18791,C3084169,C0009450,0,1,1,0.944
18792,C3084169,C0006826,0,1,1,0.699
18793,C3084169,C0011334,0,1,1,0.609
18794,C3084169,C0004610,0,1,1,0.655
18795,C3084169,C0011570,1,0,-1,-0.854
18796,C3084169,C0011265,1,0,-1,-0.538
18797,C3084169,C0033860,0,1,1,0.245
18798,C3084169,C0160345,0,1,1,0.783
18799,C3084169,C3889047,0,1,1,0.783
18800,C3084169,C0152254,1,1,0,-0.732
18801,C3084169,C0028754,0,1,1,0.512
18802,C3084169,C0278996,0,1,1,1.047
18803,C3084169,C0917801,0,3,3,5.11
18804,C3084169,C0014544,0,1,1,0.401
18805,C3084169,C0020676,0,1,1,0.782
18806,C3084169,C0206698,1,0,-1,-3.5
18807,C3084169,C0031099,0,2,2,1.164
18808,C3084169,C0016059,0,1,1,0.677
18809,C3084169,C0007102,1,0,-1,-3.5
18810,C3084169,C0014356,2,0,-2,-3.235
18811,C3084169,C0009806,0,1,1,0.699
18812,C3084169,C0021368,1,3,2,1.649
18813,C3084169,C0014175,0,2,2,4.192
18814,C3084169,C0009319,0,1,1,0.819
18815,C3084169,C0038012,2,0,-2,-2.625
18816,C3084169,C0003864,1,0,-1,-1.842
18817,C3084169,C0014335,0,1,1,0.783
18818,C3084169,C0162429,0,1,1,0.783
18819,C1016768,C0729555,0,1,1,0.509
18820,C1016768,C0009319,0,1,1,0.699
18821,C1016768,C0275879,0,1,1,0.699
18822,C1016768,C0003873,0,1,1,0.732
18823,C1016768,C0015967,0,1,1,0.732
18824,C1016768,C0011991,0,1,1,0.732
18825,C1016768,C0851162,0,2,2,1.24
18826,C1016768,C0021368,0,1,1,0.699
18827,C1016768,C0085437,0,1,1,3.5
18828,C1016768,C0037974,0,4,4,2.667
18829,C0162785,C0011991,0,10,10,7.846
18830,C0162785,C0021368,0,1,1,0.65
18831,C0162785,C0275879,1,3,2,0.997
18832,C0162785,C0009450,1,2,1,0.88
18833,C0162785,C0000731,0,1,1,1.502
18834,C0162785,C0037974,0,6,6,5.385
18835,C0162785,C0401151,0,1,1,0.607
18836,C0162785,C0019080,0,1,1,0.607
18837,C0162785,C0000729,0,1,1,0.607
18838,C0162785,C0022104,0,3,3,2.577
18839,C0162785,C0009319,0,4,4,2.917
18840,C0162785,C0267454,0,1,1,0.783
18841,C0162785,C0017178,0,1,1,0.94
18842,C0162785,C0151594,0,1,1,0.574
18843,C0162785,C0851162,0,1,1,0.692
18844,C0162785,C1262477,0,1,1,0.699
18845,C0162785,C0038002,0,1,1,0.699
18846,C0162785,C0021831,0,2,2,1.481
18847,C0162785,C0014356,0,1,1,0.783
18848,C0162785,C0017160,0,1,1,0.692
18849,C0162785,C0000737,0,1,1,0.692
18850,C1069641,C0011991,1,0,-1,-0.975
18851,C1222582,C0242379,4,0,-4,-3.296
18852,C0699955,C0037974,0,2,2,1.145
18853,C0699955,C0007193,0,1,1,0.999
18854,C0699955,C0015967,0,1,1,0.999
18855,C0699955,C0024117,0,1,1,0.461
18856,C0699955,C0001342,0,1,1,3.5
18857,C0699955,C0013369,1,0,-1,-0.577
18858,C0699955,C0030193,0,1,1,0.677
18859,C0699955,C0027051,0,1,1,0.783
18860,C0699955,C0038362,0,1,1,0.766
18861,C0699955,C0011603,0,1,1,1.226
18862,C0699955,C0020538,0,1,1,0.819
18863,C0699955,C3899187,1,0,-1,-0.783
18864,C0699955,C0235946,0,1,1,0.583
18865,C0699955,C0028271,0,1,1,3.5
18866,C0699955,C0011265,0,3,3,1.862
18867,C0699955,C0011334,0,2,2,0.901
18868,C0699955,C0009319,0,3,3,1.712
18869,C0699955,C0008350,0,1,1,0.454
18870,C0699955,C0016059,1,0,-1,-0.794
18871,C0699955,C0024198,0,3,3,5.301
18872,C0699955,C0242379,4,0,-4,-5.364
18873,C0699955,C0033246,0,1,1,0.53
18874,C0699955,C0021831,0,1,1,0.53
18875,C0699955,C0267537,0,1,1,0.54
18876,C0699955,C0009324,0,1,1,0.653
18877,C0699955,C1444605,0,1,1,0.783
18878,C0699955,C0042164,0,1,1,0.783
18879,C0699955,C0004610,0,1,1,0.783
18880,C0699955,C0011991,2,2,0,0.008
18881,C0699955,C0243026,0,1,1,1.894
18882,C0699955,C0948264,0,1,1,1.894
18883,C0699955,C0151565,0,1,1,0.705
18884,C0699955,C0026946,0,1,1,0.696
18885,C0699955,C0851162,0,4,4,2.868
18886,C0699955,C0031345,0,1,1,0.582
18887,C0699955,C0011570,0,1,1,0.811
18888,C0699955,C0003467,0,1,1,0.811
18889,C0699955,C0149704,0,1,1,0.401
18890,C0699955,C1269683,1,0,-1,-0.826
18891,C0699955,C0039128,0,3,3,2.007
18892,C0699955,C0008679,1,0,-1,-0.65
18893,C0699955,C0028754,3,1,-2,-1.377
18894,C0699955,C0006826,1,5,4,5.71
18895,C0699955,C0014335,0,1,1,1.05
18896,C0699955,C0002395,0,3,3,2.37
18897,C0699955,C0009806,2,0,-2,-1.167
18898,C0699955,C0017574,0,6,6,6.862
18899,C0699955,C0009450,4,7,3,6.471
18900,C0699955,C1262477,1,0,-1,-0.509
18901,C0699955,C0014869,0,3,3,1.912
18902,C0699955,C0004763,0,3,3,2.144
18903,C0699955,C0039082,1,0,-1,-0.944
18904,C0699955,C1457887,1,0,-1,-0.944
18905,C0699955,C0023364,0,6,6,5.191
18906,C0699955,C0043094,1,0,-1,-0.574
18907,C0699955,C0019693,0,2,2,1.355
18908,C0699955,C0014868,1,2,1,0.841
18909,C0699955,C0031099,0,14,14,11.92
18910,C0699955,C0524620,0,1,1,1.088
18911,C0699955,C0000786,0,1,1,0.927
18912,C0699955,C0275879,0,4,4,2.715
18913,C0699955,C0153381,0,1,1,0.574
18914,C0699955,C0021368,1,4,3,2.818
18915,C0699955,C0012634,1,0,-1,-0.574
18916,C0699955,C0850666,0,1,1,0.818
18917,C0699955,C0027651,0,4,4,5.584
18918,C0037973,C0037974,0,2,2,2.271
18919,C0037973,C0004610,0,1,1,1.067
18920,C0037973,C0036690,0,1,1,1.067
18921,C0037973,C0006826,0,1,1,0.956
18922,C0037973,C0002726,0,1,1,0.789
18923,C0037973,C0243026,0,1,1,0.699
18924,C0037973,C0266929,0,2,2,1.786
18925,C0037973,C0010054,0,1,1,3.5
18926,C0037973,C0017575,0,2,2,1.479
18927,C0037973,C0239740,0,1,1,3.5
18928,C0037973,C0275879,0,1,1,0.704
18929,C0037973,C3658208,1,0,-1,-0.699
18930,C0037973,C0004623,0,2,2,0.897
18931,C0037973,C0006035,0,2,2,0.967
18932,C0037973,C0015967,0,1,1,0.944
18933,C0037973,C0016059,0,1,1,0.794
18934,C0037973,C0033246,0,1,1,0.53
18935,C0037973,C0021831,0,1,1,0.53
18936,C0037973,C1290886,0,1,1,0.574
18937,C0037973,C0019080,0,1,1,0.596
18938,C0037973,C0242379,1,3,2,1.32
18939,C0037973,C0338656,0,3,3,2.084
18940,C0037973,C0011570,0,1,1,0.811
18941,C0037973,C0003467,0,2,2,1.645
18942,C0037973,C0023364,0,5,5,6.149
18943,C0037973,C0009319,1,0,-1,-0.574
18944,C0037973,C0027651,1,4,3,2.635
18945,C0037973,C0001342,0,1,1,0.718
18946,C0037973,C0339959,0,1,1,0.786
18947,C0037973,C0009806,1,0,-1,-0.511
18948,C0037973,C0334044,1,0,-1,-3.5
18949,C0037973,C0001418,1,0,-1,-3.5
18950,C0037973,C2732618,0,1,1,3.5
18951,C0037973,C0021368,0,5,5,3.467
18952,C0037973,C0031090,0,2,2,1.549
18953,C0037973,C0235946,0,2,2,4.289
18954,C0037973,C0011265,0,5,5,7.201
18955,C0037973,C0027746,0,1,1,0.483
18956,C0037973,C0027927,0,1,1,0.483
18957,C0037973,C0027765,0,1,1,0.483
18958,C0037973,C5394393,0,2,2,1.358
18959,C0037973,C0333355,0,3,3,2.378
18960,C0037973,C0017574,0,6,6,4.279
18961,C0037973,C0031099,0,30,30,28.897
18962,C0037973,C0024198,1,10,9,10.517
18963,C0037973,C0039128,0,3,3,1.622
18964,C0037973,C0040425,0,2,2,0.91
18965,C0037973,C0151317,0,1,1,0.956
18966,C0037973,C0850666,0,2,2,1.848
18967,C0037973,C0002395,0,4,4,3.161
18968,C0037973,C0009402,1,0,-1,-0.532
18969,C0037973,C0041582,0,1,1,0.81
18970,C0037973,C0017152,0,1,1,0.81
18971,C0037973,C0024623,0,2,2,4.31
18972,C0037973,C0024894,0,1,1,0.574
18973,C0037973,C0011991,1,2,1,0.54
18974,C0037973,C0851162,0,6,6,7.722
18975,C0037973,C0019348,0,3,3,7.756
18976,C0037973,C0042029,0,1,1,3.5
18977,C0037973,C0009450,2,4,2,2.114
18978,C0042446,C0024117,14,38,24,17.018
18979,C0042446,C0151546,0,1,1,3.5
18980,C0042446,C0034103,0,1,1,0.574
18981,C0042446,C0018843,0,1,1,0.497
18982,C0042446,C4684820,0,1,1,0.818
18983,C0042446,C0019159,0,1,1,0.783
18984,C0042446,C0026821,0,1,1,0.783
18985,C0042446,C0085409,0,1,1,0.656
18986,C0042446,C2711630,0,1,1,0.656
18987,C0042446,C4317009,0,1,1,0.545
18988,C0042446,C0003578,0,1,1,0.692
18989,C0042446,C0553723,0,1,1,0.793
18990,C0042446,C0029461,0,1,1,3.5
18991,C0042446,C1412000,0,1,1,0.819
18992,C0042446,C0015695,0,1,1,0.73
18993,C0042446,C0003864,0,1,1,0.699
18994,C0042446,C0917801,0,1,1,0.545
18995,C0042446,C2349952,0,1,1,0.926
18996,C0042446,C0232483,0,1,1,0.975
18997,C0042446,C0020676,1,0,-1,-0.944
18998,C0042446,C0030305,1,0,-1,-0.696
18999,C0042446,C0206061,1,0,-1,-3.5
19000,C0042446,C0015645,0,1,1,0.699
19001,C0042446,C0011168,0,1,1,0.598
19002,C0042446,C0013395,2,0,-2,-4.098
19003,C0042446,C0400979,0,1,1,0.699
19004,C0042446,C0031485,1,0,-1,-0.32
19005,C0042446,C0206677,0,1,1,2.457
19006,C0042446,C0699791,0,2,2,1.652
19007,C0042446,C0011581,0,1,1,1.049
19008,C0042446,C0085166,0,1,1,0.65
19009,C0042446,C0264956,0,1,1,0.601
19010,C0042446,C1565489,0,1,1,0.793
19011,C0042446,C0700345,0,1,1,0.577
19012,C0042446,C1535950,0,1,1,0.699
19013,C0042446,C3534585,1,0,-1,-0.975
19014,C0042446,C0342276,0,1,1,0.819
19015,C0042446,C0027051,0,1,1,0.692
19016,C0042446,C0948008,0,1,1,0.692
19017,C0042446,C0700201,0,1,1,1.106
19018,C0042446,C0023646,0,1,1,0.944
19019,C0042446,C0341106,0,1,1,0.534
19020,C0042446,C1510586,0,1,1,0.666
19021,C0042446,C0006111,0,1,1,0.666
19022,C0042446,C0019080,1,1,0,-0.143
19023,C0042446,C0338831,0,1,1,0.679
19024,C0042446,C0033252,1,0,-1,-0.622
19025,C0042446,C0033246,0,1,1,0.622
19026,C0042446,C0949272,0,1,1,0.622
19027,C0042446,C0849867,0,1,1,0.622
19028,C0042446,C0022354,1,0,-1,-0.65
19029,C0042446,C0341503,0,1,1,0.512
19030,C0042446,C1258215,0,2,2,1.542
19031,C0042446,C0850666,2,0,-2,-4.475
19032,C0042446,C0919267,0,1,1,1.085
19033,C0042446,C0023885,0,1,1,3.5
19034,C0042446,C0022650,0,1,1,0.457
19035,C0042446,C0745744,0,1,1,0.793
19036,C0042446,C0007193,0,1,1,0.693
19037,C0042446,C0033975,0,1,1,1.413
19038,C0042446,C0031154,0,1,1,0.865
19039,C0042446,C0027627,0,1,1,0.674
19040,C0042446,C0038436,1,0,-1,-0.688
19041,C0042446,C0042029,0,1,1,0.944
19042,C0042446,C0267159,0,1,1,0.793
19043,C0042446,C0005403,0,2,2,1.566
19044,C0042446,C0017160,0,1,1,0.783
19045,C0042446,C3805278,0,1,1,3.5
19046,C0042446,C0345905,0,1,1,3.5
19047,C0042446,C2931822,0,1,1,3.5
19048,C0042446,C0023467,0,1,1,3.5
19049,C0042446,C0017638,0,1,1,3.5
19050,C0042446,C0006625,1,3,2,-1.275
19051,C0042446,C0221725,1,0,-1,-0.699
19052,C0042446,C0016204,0,1,1,0.865
19053,C0042446,C0026769,0,1,1,0.692
19054,C0042446,C0017495,0,1,1,0.607
19055,C0042446,C0149925,0,2,2,1.293
19056,C0042446,C0868908,1,1,0,0.081
19057,C0042446,C1335574,0,1,1,1.581
19058,C0042446,C1707305,0,2,2,4.266
19059,C0042446,C1290886,0,1,1,3.5
19060,C0042446,C0014170,0,1,1,0.793
19061,C0042446,C0007134,0,2,2,4.293
19062,C0042446,C1168401,1,1,0,-0.167
19063,C0042446,C0085859,1,0,-1,-0.944
19064,C0042446,C0035439,1,0,-1,-0.944
19065,C0042446,C0010692,0,1,1,0.545
19066,C0042446,C0040425,0,1,1,0.574
19067,C0042446,C3164407,0,1,1,3.5
19068,C0042446,C0020433,0,1,1,0.996
19069,C0042446,C0085584,0,3,3,2.27
19070,C0042446,C0544452,1,2,1,-1.773
19071,C0042446,C0042164,1,0,-1,-0.692
19072,C0042446,C0153405,1,0,-1,-0.818
19073,C0042446,C1527336,0,1,1,0.957
19074,C0042446,C0155877,2,1,-1,-0.461
19075,C0042446,C4331296,0,1,1,0.786
19076,C0042446,C0001342,0,1,1,3.5
19077,C0042446,C0026764,0,1,1,3.5
19078,C0042446,C0266853,0,1,1,0.783
19079,C0042446,C0013537,0,1,1,0.783
19080,C0042446,C0001973,0,2,2,2.174
19081,C0042446,C0034069,0,1,1,0.818
19082,C0042446,C0279000,0,3,3,2.232
19083,C0042446,C0001075,0,5,5,4.262
19084,C0042446,C0085695,0,1,1,0.774
19085,C0042446,C0005424,1,0,-1,-0.509
19086,C0042446,C0019569,0,1,1,0.793
19087,C0042446,C0476270,1,0,-1,-0.826
19088,C0042446,C1332165,0,1,1,0.944
19089,C0042446,C0577916,1,0,-1,-0.835
19090,C0042446,C0029445,1,0,-1,-0.956
19091,C0042446,C0341439,0,1,1,0.583
19092,C0042446,C0007570,0,1,1,0.826
19093,C0042446,C0546837,0,2,2,1.19
19094,C0042446,C0428028,0,1,1,0.783
19095,C0042446,C0028960,0,1,1,0.783
19096,C0042446,C0024121,0,2,2,1.637
19097,C0042446,C0024620,0,2,2,1.727
19098,C0042446,C2895206,0,1,1,0.574
19099,C0042446,C0027873,0,2,2,1.186
19100,C0042446,C0041912,0,1,1,0.65
19101,C0042446,C1458155,0,1,1,0.876
19102,C0042446,C0014544,0,2,2,1.318
19103,C0042446,C0220994,2,1,-1,-1.056
19104,C0042446,C0239946,0,1,1,0.783
19105,C0042446,C0243026,0,1,1,0.692
19106,C0042446,C0038362,1,2,1,1.056
19107,C0042446,C0020517,4,3,-1,-1.535
19108,C0042446,C0014179,0,1,1,1.185
19109,C0042446,C0014356,1,1,0,-0.135
19110,C0042446,C0019163,0,1,1,0.818
19111,C0042446,C0029453,1,4,3,1.712
19112,C0042446,C0003469,0,1,1,0.627
19113,C0042446,C0085207,1,2,1,0.819
19114,C0042446,C0746102,0,1,1,0.574
19115,C0042446,C4020732,0,1,1,0.826
19116,C0042446,C0267792,0,1,1,0.478
19117,C0042446,C0017675,1,0,-1,-0.766
19118,C0042446,C0086565,0,1,1,0.783
19119,C0042446,C0334044,2,4,2,1.397
19120,C0042446,C0442893,0,1,1,0.699
19121,C0042446,C0149782,0,9,9,9.598
19122,C0042446,C0153452,0,2,2,4.283
19123,C0042446,C0006267,0,3,3,2.304
19124,C0042446,C0029456,3,1,-2,-1.485
19125,C0042446,C0232488,1,2,1,0.809
19126,C0042446,C0178238,1,1,0,-0.177
19127,C0042446,C0007222,0,8,8,11.394
19128,C0042446,C0266126,0,1,1,0.783
19129,C0042446,C0014868,0,5,5,3.765
19130,C0042446,C0025517,0,3,3,1.924
19131,C0042446,C0524620,1,2,1,1.085
19132,C0042446,C0887833,0,1,1,0.381
19133,C0042446,C0079840,0,1,1,1.168
19134,C0042446,C2711227,0,1,1,0.793
19135,C0042446,C0007115,1,0,-1,-0.818
19136,C0042446,C1709770,0,1,1,1.116
19137,C0042446,C0264490,0,1,1,1.116
19138,C0042446,C0042251,0,2,2,1.59
19139,C0042446,C0267167,2,0,-2,-4.15
19140,C0042446,C0338656,3,4,1,1.537
19141,C0042446,C0041948,1,0,-1,-0.64
19142,C0042446,C0699790,0,1,1,0.68
19143,C0042446,C1260922,0,4,4,4.899
19144,C0042446,C0035229,0,1,1,0.975
19145,C0042446,C0020473,1,6,5,3.951
19146,C0042446,C0400936,0,7,7,5.165
19147,C0042446,C0234985,0,1,1,0.783
19148,C0042446,C0037763,1,0,-1,-0.553
19149,C0042446,C0279626,1,4,3,2.54
19150,C0042446,C0020557,0,2,2,1.94
19151,C0042446,C1335302,0,2,2,4.318
19152,C0042446,C0017178,0,4,4,2.878
19153,C0042446,C0221198,2,0,-2,-4.199
19154,C0042446,C0149725,0,1,1,0.699
19155,C0042446,C3686577,0,1,1,0.793
19156,C0042446,C0011206,0,2,2,4.256
19157,C0042446,C0005684,6,4,-2,-2.388
19158,C0042446,C0036690,1,4,3,4.063
19159,C0042446,C1290884,0,2,2,1.571
19160,C0042446,C0018801,0,3,3,2.302
19161,C0042446,C0005587,0,1,1,0.852
19162,C0042446,C0004936,1,0,-1,-0.852
19163,C0042446,C0014038,0,2,2,1.463
19164,C0042446,C1299888,0,1,1,0.446
19165,C0042446,C0684249,0,1,1,1.289
19166,C0042446,C0242184,0,1,1,0.692
19167,C0042446,C0600260,1,1,0,-0.005
19168,C0042446,C0279628,1,5,4,1.876
19169,C0042446,C0857121,2,6,4,3.036
19170,C0042446,C0086132,3,0,-3,-5.455
19171,C0042446,C0005586,1,3,2,1.867
19172,C0042446,C0392707,4,2,-2,-3.747
19173,C0042446,C0000737,0,2,2,1.557
19174,C0042446,C0151317,0,1,1,3.5
19175,C0042446,C0035220,0,1,1,0.574
19176,C0042446,C0024894,1,0,-1,-0.699
19177,C0042446,C4086268,1,2,1,0.115
19178,C0042446,C0149931,0,3,3,2.141
19179,C0042446,C0240417,2,1,-1,-0.852
19180,C0042446,C0017168,0,3,3,2.13
19181,C0042446,C0038012,0,1,1,0.677
19182,C0042446,C3495559,0,1,1,0.677
19183,C0042446,C0003850,0,12,12,13.767
19184,C0042446,C0004153,0,1,1,0.486
19185,C0042446,C0010054,0,3,3,1.695
19186,C0042446,C0400966,0,1,1,0.486
19187,C0042446,C0043094,0,3,3,2.413
19188,C0042446,C0004096,2,1,-1,-0.527
19189,C0042446,C0004943,0,2,2,1.536
19190,C0042446,C0019151,0,9,9,10.438
19191,C0042446,C0018188,0,1,1,0.789
19192,C0042446,C0036202,0,1,1,0.789
19193,C0042446,C0027439,1,0,-1,-0.759
19194,C0042446,C0009324,2,9,7,6.174
19195,C0042446,C0160390,0,2,2,1.258
19196,C0042446,C0549410,1,0,-1,-0.532
19197,C0042446,C0029877,0,1,1,0.656
19198,C0042446,C0014175,1,0,-1,-0.696
19199,C0042446,C0014859,0,3,3,2.546
19200,C0042446,C0333355,5,3,-2,-1.125
19201,C0042446,C0152018,0,1,1,0.951
19202,C0042446,C0278701,0,3,3,2.393
19203,C0042446,C0023896,0,4,4,3.134
19204,C0042446,C0003962,0,1,1,0.512
19205,C0042446,C1332460,1,0,-1,-0.643
19206,C0042446,C3552513,0,1,1,0.692
19207,C0042446,C0014848,0,1,1,0.674
19208,C0042446,C0153381,3,3,0,-2.814
19209,C0042446,C0008311,0,1,1,0.692
19210,C0042446,C0018133,2,6,4,3.207
19211,C0042446,C0038454,0,4,4,5.94
19212,C0042446,C0001430,2,1,-1,-0.256
19213,C0042446,C0392164,0,2,2,1.586
19214,C0042446,C0555971,0,1,1,0.292
19215,C0042446,C0038364,1,1,0,-2.926
19216,C0042446,C0032310,0,1,1,0.699
19217,C0042446,C0876973,0,4,4,2.971
19218,C0042446,C0872084,0,4,4,8.498
19219,C0042446,C0033860,0,4,4,2.089
19220,C0042446,C0003467,1,5,4,5.226
19221,C0042446,C0015672,1,1,0,3.241
19222,C0042446,C0234238,0,1,1,3.5
19223,C0042446,C1262477,1,6,5,10.067
19224,C0042446,C1333762,0,2,2,1.238
19225,C0042446,C0017152,1,5,4,3.26
19226,C0042446,C0040822,0,1,1,0.742
