id,id_microbe,id_disease,neg_relations,pos_relations,strength_raw,strength_IF
39062,367,26,0,1,1,0.73
39063,367,12648,1,0,-1,-0.669
39064,367,198,0,2,2,1.304
39065,367,2191,0,1,1,0.936
39066,367,3329,0,2,2,1.821
39067,367,9971,0,1,1,0.936
39068,367,1911,0,5,5,5.178
39069,367,3029,1,0,-1,-0.699
39070,367,16556,0,1,1,0.944
39071,367,10651,0,2,2,1.649
39072,367,11119,0,4,4,5.832
39073,367,2185,0,2,2,1.762
39074,367,5101,0,1,1,0.677
39075,367,6954,0,2,2,1.625
39076,367,10954,0,2,2,1.759
39077,367,2864,0,1,1,1.185
39078,367,5800,0,4,4,4.297
39079,367,4569,0,1,1,0.692
39080,367,512,2,33,31,34.696
39081,367,2937,1,18,17,11.365
39082,367,20,0,5,5,6.608
39083,367,577,2,21,19,22.102
39084,367,2710,0,3,3,2.644
39085,367,21449,1,0,-1,-0.783
39086,367,1698,1,13,12,13.512
39087,367,10038,3,0,-3,-2.037
39088,367,6329,0,2,2,2.014
39089,367,1117,0,1,1,0.826
39090,367,15095,0,1,1,0.951
39091,367,2711,0,1,1,0.477
39092,368,5930,1,0,-1,-0.783
39093,368,3053,1,0,-1,-0.783
39094,368,1754,1,0,-1,-0.783
39095,368,3080,1,0,-1,-0.403
39096,368,2937,0,1,1,0.403
39097,368,1117,0,1,1,0.677
39098,370,1698,0,1,1,0.818
39099,371,2937,2,33,31,26.639
39100,371,3315,0,1,1,0.944
39101,371,1701,0,1,1,0.545
39102,371,577,0,1,1,0.818
39103,371,512,0,2,2,1.601
39104,371,13355,1,0,-1,-3.5
39105,371,15682,0,1,1,0.574
39106,371,4383,0,1,1,0.574
39107,371,2854,1,0,-1,-0.574
39108,371,33850,1,0,-1,-0.795
39109,371,33852,1,0,-1,-0.795
39110,371,11119,0,2,2,0.834
39111,371,2864,0,1,1,0.259
39112,371,1699,0,2,2,1.157
39113,371,30361,0,1,1,0.692
39114,371,20,0,2,2,1.611
39115,371,3290,0,1,1,0.692
39116,371,4569,0,2,2,4.266
39117,371,5270,0,1,1,0.677
39118,371,4967,0,1,1,0.677
39119,371,2322,0,2,2,1.621
39120,371,1529,0,1,1,0.786
39121,371,2234,0,2,2,1.463
39122,371,5475,0,1,1,0.786
39123,371,6558,0,1,1,0.786
39124,371,20514,0,1,1,0.786
39125,371,2310,0,1,1,0.786
39126,371,4263,0,3,3,5.052
39127,371,6538,0,1,1,0.786
39128,371,17,0,2,2,3.96
39129,371,635,0,6,6,4.555
39130,371,9144,0,1,1,3.5
39131,371,3080,0,2,2,4.286
39132,371,3447,0,3,3,4.752
39133,371,1851,0,1,1,0.966
39134,371,2185,0,2,2,1.852
39135,371,1589,1,0,-1,-1.244
39136,371,459,0,2,2,1.234
39137,371,3029,0,3,3,5.149
39138,371,15095,0,3,3,2.15
39139,371,5396,0,1,1,1.322
39140,372,792,0,1,1,0.523
39141,372,15416,0,1,1,0.557
39142,372,2937,0,6,6,10.112
39143,373,3447,0,19,19,25.826
39144,373,14568,0,1,1,0.999
39145,373,4902,0,1,1,0.999
39146,373,1095,0,1,1,0.999
39147,373,411,0,1,1,0.259
39148,373,6189,0,1,1,0.818
39149,373,3991,1,0,-1,-0.885
39150,373,1592,0,1,1,3.5
39151,373,18151,0,1,1,0.509
39152,373,10954,0,1,1,0.54
39153,373,3454,0,1,1,0.523
39154,373,22814,0,1,1,3.5
39155,373,11401,0,1,1,0.873
39156,373,5800,0,1,1,3.5
39157,373,7967,0,1,1,0.874
39158,373,6777,1,0,-1,-3.5
39159,373,3054,0,1,1,1.031
39160,373,2982,0,1,1,1.031
39161,373,15061,0,1,1,0.677
39162,373,14618,0,1,1,0.677
39163,373,3460,0,1,1,0.783
39164,373,9129,1,0,-1,-0.534
39165,373,17504,1,0,-1,-0.534
39166,373,3395,0,1,1,0.696
39167,373,2318,0,1,1,1.396
39168,373,6225,0,1,1,0.783
39169,373,20193,0,1,1,0.783
39170,373,33922,1,0,-1,-0.509
39171,373,1851,0,1,1,0.759
39172,373,15682,0,1,1,0.574
39173,373,4383,0,1,1,0.574
39174,373,14830,0,1,1,0.835
39175,373,1106,0,1,1,0.783
39176,373,7817,0,1,1,0.511
39177,373,4171,1,1,0,0.426
39178,373,4967,0,1,1,3.5
39179,373,22410,1,0,-1,-0.677
39180,373,9008,1,0,-1,-0.534
39181,373,8068,0,1,1,0.793
39182,373,2979,0,1,1,3.5
39183,373,2680,0,2,2,1.402
39184,373,2810,1,0,-1,-0.574
39185,373,5475,0,1,1,0.692
39186,373,1911,0,1,1,0.692
39187,373,3544,0,1,1,0.402
39188,373,12897,0,1,1,0.451
39189,373,27219,1,0,-1,-0.68
39190,373,3508,0,1,1,0.141
39191,373,9254,0,1,1,1.216
39192,373,6065,1,0,-1,-0.699
39193,373,1116,0,3,3,2.056
39194,373,1413,0,1,1,1.088
39195,373,2559,0,1,1,1.088
39196,373,3315,1,3,2,1.399
39197,373,6190,0,2,2,1.355
39198,373,31188,0,1,1,0.704
39199,373,7820,0,1,1,0.699
39200,373,2183,0,1,1,1.581
39201,373,18551,0,1,1,0.807
39202,373,4091,0,1,1,0.696
39203,373,2587,0,6,6,4.533
39204,373,2358,0,1,1,0.926
39205,373,1699,0,1,1,0.926
39206,373,5797,0,2,2,1.128
39207,373,5022,2,0,-2,-1.509
39208,373,321,0,4,4,3.207
39209,373,1224,2,1,-1,-1.306
39210,373,5735,0,2,2,1.824
39211,373,117,1,2,1,-1.845
39212,373,26,1,0,-1,-3.5
39213,373,4167,0,1,1,0.826
39214,373,26722,0,1,1,0.818
39215,373,268,0,1,1,0.65
39216,373,28309,0,1,1,0.783
39217,373,198,0,1,1,0.557
39218,373,322,0,5,5,6.368
39219,373,18691,0,1,1,0.936
39220,373,2856,0,1,1,0.793
39221,373,27232,0,1,1,3.5
39222,373,2942,0,4,4,8.275
39223,373,4263,1,4,3,0.924
39224,373,1391,1,0,-1,-0.511
39225,373,6073,0,7,7,5.325
39226,373,2185,0,3,3,2.648
39227,373,16126,0,3,3,2.006
39228,373,9971,0,2,2,4.293
39229,373,2261,0,1,1,3.5
39230,373,13578,0,1,1,3.5
39231,373,6954,0,2,2,1.267
39232,373,15095,0,2,2,1.824
39233,373,1213,1,1,0,-0.066
39234,373,425,0,1,1,0.819
39235,373,1529,0,3,3,2.423
39236,373,1698,6,5,-1,1.488
39237,373,3029,0,3,3,5.149
39238,373,3329,0,2,2,1.649
39239,373,459,3,3,0,-2.944
39240,373,13973,0,2,2,1.644
39241,373,33,0,2,2,4.444
39242,373,2938,0,6,6,6.954
39243,373,970,1,2,1,1.082
39244,373,4163,0,1,1,0.783
39245,373,2322,1,1,0,0.048
39246,373,1117,3,3,0,2.282
39247,373,699,0,1,1,0.54
39248,373,792,1,14,13,8.34
39249,373,10655,0,3,3,2.242
39250,373,1104,1,2,1,3.795
39251,373,1092,0,13,13,9.64
39252,373,14297,0,1,1,0.877
39253,373,173,0,1,1,0.877
39254,373,6236,0,1,1,0.877
39255,373,14962,0,6,6,4.868
39256,373,512,2,21,19,18.458
39257,373,0,5,3,-2,-3.962
39258,373,2937,2,114,112,113.815
39259,373,2946,0,5,5,4.416
39260,373,17,4,17,13,15.979
39261,373,10034,0,1,1,0.701
39262,373,635,0,11,11,8.087
39263,373,5270,0,8,8,6.826
39264,373,1261,3,0,-3,-2.492
39265,373,1105,3,2,-1,-1.102
39266,373,629,1,1,0,0.418
39267,373,620,1,0,-1,-0.401
39268,373,20,5,15,10,6.28
39269,373,577,2,14,12,14.475
39270,373,3448,0,1,1,0.951
39271,373,2854,1,9,8,5.422
39272,373,2803,0,1,1,0.439
39273,373,3290,0,5,5,9.335
39274,373,7436,0,3,3,2.273
39275,373,363,1,3,2,1.291
39276,375,2937,2,26,24,23.733
39277,375,16088,0,1,1,0.401
39278,375,7424,1,0,-1,-0.783
39279,375,23514,0,1,1,0.826
39280,375,10928,0,1,1,0.826
39281,375,16231,0,1,1,0.826
39282,375,2680,1,0,-1,-0.826
39283,375,35782,0,1,1,0.545
39284,375,792,1,0,-1,-0.564
39285,375,13366,1,0,-1,-0.759
39286,375,14995,0,1,1,0.493
39287,375,3026,1,0,-1,-0.787
39288,375,9688,1,0,-1,-0.773
39289,375,426,1,0,-1,-0.975
39290,375,1472,1,0,-1,-0.793
39291,375,1159,0,1,1,0.47
39292,375,425,1,0,-1,-0.819
39293,375,7904,1,0,-1,-0.743
39294,375,1311,1,0,-1,-0.609
39295,375,7000,0,1,1,0.574
39296,375,20812,1,0,-1,-0.713
39297,375,6144,1,0,-1,-0.783
39298,375,22758,0,1,1,0.693
39299,375,17692,1,0,-1,-0.774
39300,375,12187,1,0,-1,-0.848
39301,375,13118,1,0,-1,-0.944
39302,375,34592,2,0,-2,-1.465
39303,375,6538,2,0,-2,-1.465
39304,375,34557,0,1,1,0.553
39305,375,32879,0,1,1,0.692
39306,375,18341,0,1,1,0.783
39307,375,23792,0,1,1,0.783
39308,375,9144,1,0,-1,-0.699
39309,375,2261,0,1,1,0.534
39310,375,6189,0,1,1,0.534
39311,375,3315,0,1,1,0.534
39312,375,17504,0,1,1,0.534
39313,375,6073,0,1,1,0.815
39314,375,15561,1,0,-1,-0.731
39315,375,4361,1,1,0,2.712
39316,375,9309,1,0,-1,-1.496
39317,375,12428,1,0,-1,-0.783
39318,375,5798,1,0,-1,-0.826
39319,375,12931,1,0,-1,-0.783
39320,375,5115,1,0,-1,-0.818
39321,375,15690,1,0,-1,-1.248
39322,375,33,0,1,1,0.783
39323,375,2559,1,0,-1,-0.677
39324,375,1532,1,0,-1,-0.819
39325,375,2369,1,0,-1,-0.944
39326,375,5317,2,0,-2,-1.391
39327,375,19095,1,0,-1,-0.759
39328,375,3070,1,0,-1,-0.704
39329,375,14636,0,1,1,0.759
39330,375,8125,1,0,-1,-0.378
39331,375,2273,2,0,-2,-1.601
39332,375,2981,1,0,-1,-3.5
39333,375,2472,3,0,-3,-2.165
39334,375,5051,1,0,-1,-0.826
39335,375,1701,0,1,1,0.65
39336,375,16036,1,0,-1,-0.963
39337,375,8485,1,0,-1,-1.063
39338,375,12488,1,2,1,-2.077
39339,375,9564,1,0,-1,-0.423
39340,375,970,5,0,-5,-3.263
39341,375,12069,0,1,1,0.783
39342,375,13914,0,1,1,0.788
39343,375,173,0,1,1,0.783
39344,375,7983,1,0,-1,-1.7
39345,375,31819,0,1,1,0.826
39346,375,16561,1,0,-1,-0.793
39347,375,2685,0,1,1,1.117
39348,375,1106,4,0,-4,-2.968
39349,375,14727,1,0,-1,-0.73
39350,375,2618,1,0,-1,-0.783
39351,375,6255,2,0,-2,-1.602
39352,375,11510,0,1,1,0.54
39353,375,5270,3,0,-3,-2.063
39354,375,16330,1,0,-1,-0.648
39355,375,9687,1,0,-1,-0.648
39356,375,1165,1,1,0,0.136
39357,375,4471,0,1,1,0.577
39358,375,31245,1,0,-1,-0.577
39359,375,1962,0,1,1,1.244
39360,375,14962,0,1,1,0.818
39361,375,10498,1,0,-1,-0.502
39362,375,4171,1,2,1,0.535
39363,375,26,2,0,-2,-1.412
39364,375,1784,1,0,-1,-0.102
39365,375,3053,0,1,1,0.73
39366,375,13669,1,1,0,0.025
39367,375,4282,1,4,3,-0.42
39368,375,29402,0,1,1,0.783
39369,375,1587,2,0,-2,-1.433
39370,375,198,1,1,0,0.099
39371,375,19015,1,0,-1,-0.89
39372,375,8555,0,1,1,0.759
39373,375,10764,1,0,-1,-0.407
39374,375,19292,1,0,-1,-0.407
39375,375,886,5,0,-5,-4.774
39376,375,1592,2,0,-2,-1.433
39377,375,1589,1,0,-1,-0.793
39378,375,10973,1,0,-1,-0.423
39379,375,9710,1,0,-1,-0.704
39380,375,4902,0,1,1,0.699
39381,375,2473,1,1,0,0.156
39382,375,2374,1,0,-1,-0.788
39383,375,17891,1,0,-1,-0.788
39384,375,14943,1,0,-1,-0.793
39385,375,1391,3,2,-1,-1.063
39386,375,627,0,3,3,1.984
39387,375,9827,1,1,0,-0.249
39388,375,8860,1,0,-1,-0.826
39389,375,459,0,1,1,0.699
39390,375,28920,1,0,-1,-0.449
39391,375,28910,2,0,-2,-1.444
39392,375,22073,0,1,1,0.574
39393,375,1851,3,0,-3,-2.654
39394,375,8911,1,0,-1,-0.574
39395,375,12509,1,0,-1,-0.574
39396,375,28585,1,0,-1,-0.782
39397,375,359,1,0,-1,-0.765
39398,375,4483,2,0,-2,-1.482
39399,375,1594,2,2,0,-0.187
39400,375,26670,2,0,-2,-0.558
39401,375,18848,0,1,1,0.793
39402,375,5319,1,0,-1,-0.975
39403,375,2650,0,4,4,8.731
39404,375,15468,1,1,0,-0.066
39405,375,20923,0,1,1,0.627
39406,375,13143,0,2,2,1.391
39407,375,5029,3,0,-3,-2.808
39408,375,4968,2,0,-2,-1.576
39409,375,4967,2,2,0,-0.113
39410,375,3080,0,4,4,2.57
39411,375,3447,0,1,1,0.766
39412,375,436,1,3,2,1.459
39413,375,2358,7,4,-3,-1.98
39414,375,9098,3,1,-2,-1.517
39415,375,32,1,0,-1,-0.699
39416,375,14830,0,2,2,1.306
39417,375,6133,1,0,-1,-0.509
39418,375,2587,6,0,-6,-4.567
39419,375,2524,0,1,1,0.699
39420,375,7430,0,1,1,0.699
39421,375,411,5,2,-3,-2.203
39422,375,5786,4,0,-4,-3.318
39423,375,2982,2,1,-1,-0.92
39424,375,3544,6,0,-6,-7.562
39425,375,25087,1,0,-1,-0.975
39426,375,2321,2,0,-2,-1.758
39427,375,5101,2,2,0,-0.177
39428,375,2979,19,1,-18,-15.692
39429,375,5735,7,0,-7,-5.589
39430,375,2183,3,1,-2,-3.821
39431,375,1105,13,7,-6,-9.38
39432,375,629,1,0,-1,-0.819
39433,375,3054,3,0,-3,-3.028
39434,375,2620,1,0,-1,-0.617
39435,375,2710,2,4,2,1.206
39436,375,1104,3,2,-1,-0.773
39437,375,8294,1,0,-1,-0.944
39438,375,2557,4,1,-3,-1.774
39439,375,1698,5,5,0,-3.723
39440,375,973,1,0,-1,-1.184
39441,375,6065,1,1,0,-0.925
39442,375,621,0,1,1,0.542
39443,375,8068,1,0,-1,-0.477
39444,375,660,2,4,2,6.864
39445,375,5729,1,1,0,-0.04
39446,375,950,0,1,1,0.927
39447,375,2322,5,1,-4,-2.943
39448,375,321,10,2,-8,-9.547
39449,375,322,3,2,-1,-0.99
39450,375,22064,0,1,1,0.944
39451,375,534,1,0,-1,-0.793
39452,375,2347,6,1,-5,-4.13
39453,375,4263,2,4,2,2.243
39454,375,2854,1,0,-1,-0.574
39455,375,1261,5,3,-2,-1.475
39456,375,7863,10,0,-10,-11.381
39457,375,5728,3,0,-3,-2.277
39458,375,4167,6,3,-3,0.483
39459,375,18992,0,1,1,0.826
39460,375,10502,0,1,1,0.826
39461,375,1323,1,0,-1,-0.826
39462,375,3395,1,0,-1,-0.783
39463,375,17400,2,0,-2,-1.253
39464,375,4320,0,3,3,1.859
39465,375,5022,2,1,-1,-0.468
39466,375,1411,2,0,-2,-1.338
39467,375,2558,9,3,-6,-4.696
39468,375,1213,10,2,-8,-6.497
39469,375,18624,0,1,1,0.699
39470,375,2182,2,0,-2,-1.612
39471,375,6099,3,2,-1,-3.388
39472,375,8547,1,0,-1,-1.406
39473,375,4205,0,1,1,0.819
39474,375,10792,7,1,-6,-3.87
39475,375,2191,1,1,0,-0.41
39476,375,7520,2,2,0,-0.345
39477,375,9745,1,1,0,0.043
39478,375,1588,1,1,0,-0.179
39479,375,6627,2,4,2,0.823
39480,375,3128,1,0,-1,-0.793
39481,375,512,15,2,-13,-16.018
39482,375,20,55,10,-45,-46.373
39483,375,5097,0,1,1,0.699
39484,375,5800,3,1,-2,-2.685
39485,375,1117,29,14,-15,-14.681
39486,375,17,6,3,-3,-2.175
39487,375,10663,3,3,0,0.433
39488,375,7436,2,0,-2,-1.412
39489,375,0,13,1,-12,-11.358
39490,375,635,2,7,5,3.248
39491,375,11888,1,0,-1,-0.777
39492,375,1116,13,2,-11,-12.611
39493,375,363,15,6,-9,-7.949
39494,375,1706,42,4,-38,-36.554
39495,375,12753,4,1,-3,-2.326
39496,375,577,13,11,-2,-4.829
39497,375,13547,2,0,-2,-0.99
39498,375,444,1,0,-1,-0.767
39499,376,8717,0,1,1,0.574
39500,376,1106,1,0,-1,-0.783
39501,376,1116,0,1,1,0.826
39502,376,1117,0,1,1,0.54
39503,376,9144,1,0,-1,-0.726
39504,376,3499,1,0,-1,-0.677
39505,376,13583,0,1,1,0.692
39506,376,18987,1,0,-1,-0.692
39507,376,5800,1,0,-1,-0.747
39508,376,2358,0,1,1,0.71
39509,376,12187,1,0,-1,-0.538
39510,376,5270,1,0,-1,-0.538
39511,376,9309,0,1,1,0.043
39512,376,5029,0,1,1,0.718
39513,376,1851,1,0,-1,-0.774
39514,376,7498,1,0,-1,-0.783
39515,376,20,2,1,-1,-0.775
39516,376,1698,0,1,1,0.664
39517,376,363,2,3,1,0.248
39518,376,11364,1,0,-1,-1.063
39519,376,1105,0,1,1,0.783
39520,376,8300,2,0,-2,-1.82
39521,376,0,1,0,-1,-0.509
39522,376,2525,0,1,1,0.852
39523,376,2937,0,1,1,0.718
39524,376,2979,2,2,0,-0.13
39525,376,7983,0,1,1,0.826
39526,376,577,1,1,0,2.812
39527,376,321,0,2,2,2.101
39528,376,12648,0,1,1,1.081
39529,376,2273,0,1,1,1.081
39530,376,17,1,2,1,0.862
39531,377,2937,9,241,232,269.2
39532,377,3290,0,1,1,3.5
39533,377,35871,0,1,1,0.746
39534,377,22114,0,1,1,0.279
39535,377,23630,0,1,1,0.574
39536,377,3359,0,1,1,0.664
39537,377,3315,0,1,1,0.656
39538,377,13755,0,1,1,0.574
39539,377,2844,0,1,1,0.369
39540,377,2191,0,1,1,0.944
39541,377,8125,0,1,1,0.834
39542,377,4877,0,1,1,3.5
39543,377,6034,0,1,1,0.783
39544,377,35412,0,1,1,0.783
39545,377,4530,0,1,1,0.511
39546,377,18294,0,1,1,0.699
39547,377,32000,0,1,1,0.713
39548,377,3080,0,1,1,0.793
39549,377,2810,0,2,2,1.485
39550,377,8830,0,1,1,0.574
39551,377,35163,0,1,1,0.94
39552,377,9827,0,1,1,0.692
39553,377,34947,0,1,1,0.696
39554,377,7817,0,1,1,1.226
39555,377,34910,0,1,1,0.553
39556,377,7498,0,1,1,0.927
39557,377,32126,0,1,1,0.696
39558,377,11341,0,1,1,0.927
39559,377,8537,0,1,1,0.927
39560,377,886,0,1,1,0.927
39561,377,1701,0,2,2,1.71
39562,377,5922,0,1,1,0.574
39563,377,12753,0,1,1,0.673
39564,377,13757,0,1,1,0.783
39565,377,26496,0,1,1,0.574
39566,377,1104,0,1,1,0.574
39567,377,22814,0,1,1,0.718
39568,377,4264,0,1,1,0.94
39569,377,1970,0,1,1,0.826
39570,377,4092,0,1,1,0.592
39571,377,7214,0,2,2,4.074
39572,377,15682,0,3,3,2.296
39573,377,23631,0,1,1,3.5
39574,377,13822,0,1,1,0.783
39575,377,17876,0,1,1,0.759
39576,377,7967,0,1,1,0.874
39577,377,10651,0,2,2,1.389
39578,377,14500,0,1,1,0.926
39579,377,425,0,1,1,0.826
39580,377,16703,0,1,1,0.927
39581,377,9745,0,2,2,1.362
39582,377,17576,0,1,1,0.535
39583,377,33326,0,2,2,2.192
39584,377,1261,0,1,1,0.701
39585,377,33267,0,1,1,0.416
39586,377,24230,0,1,1,0.699
39587,377,33198,0,1,1,-0.305
39588,377,6206,0,1,1,0.692
39589,377,11973,0,1,1,0.81
39590,377,459,1,0,-1,-0.574
39591,377,3145,0,1,1,1.226
39592,377,27227,0,1,1,1.226
39593,377,26580,0,1,1,0.767
39594,377,26508,1,0,-1,-0.783
39595,377,5923,0,3,3,2.331
39596,377,970,1,0,-1,-0.564
39597,377,29823,0,1,1,0.927
39598,377,15208,1,0,-1,-3.5
39599,377,916,1,0,-1,-3.5
39600,377,32049,0,1,1,3.5
39601,377,13232,0,1,1,1.246
39602,377,13366,0,2,2,1.46
39603,377,8868,0,1,1,0.944
39604,377,8300,0,1,1,0.793
39605,377,21878,0,2,2,1.711
39606,377,17113,0,1,1,1.894
39607,377,9800,0,2,2,1.456
39608,377,13118,0,1,1,0.75
39609,377,16329,0,1,1,0.885
39610,377,13043,0,1,1,3.5
39611,377,4320,0,2,2,2.059
39612,377,8530,0,2,2,1.898
39613,377,1224,1,0,-1,-0.564
39614,377,3494,0,3,3,2.623
39615,377,17283,0,1,1,0.73
39616,377,6257,0,1,1,0.73
39617,377,1834,1,0,-1,-0.742
39618,377,11510,0,1,1,0.656
39619,377,4483,0,1,1,0.793
39620,377,11513,0,1,1,0.574
39621,377,21527,0,1,1,3.5
39622,377,2473,0,2,2,4.267
39623,377,2347,0,1,1,3.5
39624,377,1699,0,1,1,3.5
39625,377,164,0,1,1,0.651
39626,377,26699,1,0,-1,-0.826
39627,377,4091,0,1,1,0.758
39628,377,5902,0,1,1,0.847
39629,377,284,0,1,1,0.755
39630,377,1911,0,1,1,0.975
39631,377,30361,0,1,1,0.439
39632,377,31180,0,1,1,3.5
39633,377,4875,0,2,2,1.433
39634,377,2358,0,2,2,1.219
39635,377,13599,0,1,1,0.295
39636,377,12745,0,2,2,1.482
39637,377,13315,0,1,1,0.783
39638,377,25034,0,2,2,4.283
39639,377,637,0,1,1,0.783
39640,377,2185,0,2,2,1.576
39641,377,200,0,2,2,1.566
39642,377,15947,0,1,1,0.449
39643,377,2766,0,2,2,1.363
39644,377,16561,0,2,2,7.0
39645,377,1105,0,2,2,1.273
39646,377,30852,0,1,1,0.951
39647,377,2796,0,2,2,1.576
39648,377,6099,0,1,1,0.448
39649,377,5893,1,0,-1,-0.774
39650,377,23795,1,0,-1,-0.927
39651,377,30126,1,0,-1,-0.699
39652,377,30088,0,1,1,0.601
39653,377,5614,0,1,1,0.818
39654,377,14535,0,1,1,0.793
39655,377,6721,0,4,4,2.89
39656,377,2968,0,2,2,1.485
39657,377,1755,0,2,2,1.519
39658,377,29459,0,1,1,0.891
39659,377,13583,0,1,1,0.524
39660,377,7928,0,1,1,0.735
39661,377,11888,0,2,2,1.711
39662,377,2105,0,3,3,1.914
39663,377,11882,0,1,1,0.819
39664,377,1835,1,1,0,0.353
39665,377,5930,1,1,0,0.528
39666,377,12863,0,2,2,1.492
39667,377,26,0,2,2,4.368
39668,377,3991,0,2,2,4.726
39669,377,28314,0,1,1,3.5
39670,377,13681,0,1,1,1.53
39671,377,19022,0,1,1,0.738
39672,377,17989,0,2,2,1.501
39673,377,0,1,5,4,4.185
39674,377,4089,0,3,3,2.026
39675,377,117,0,3,3,4.893
39676,377,3734,0,2,2,4.752
39677,377,3544,0,5,5,10.022
39678,377,1590,0,1,1,0.692
39679,377,8853,0,1,1,0.927
39680,377,2157,0,3,3,2.143
39681,377,11085,0,1,1,0.693
39682,377,23059,0,4,4,5.578
39683,377,8545,0,2,2,1.459
39684,377,895,0,1,1,0.693
39685,377,7925,0,3,3,2.491
39686,377,206,0,10,10,11.566
39687,377,18340,0,1,1,0.512
39688,377,20122,0,2,2,4.012
39689,377,26618,0,1,1,3.5
39690,377,7904,0,3,3,2.815
39691,377,7931,0,1,1,0.758
39692,377,16851,0,1,1,0.927
39693,377,25961,1,0,-1,-0.677
39694,377,13973,0,4,4,5.459
39695,377,2946,0,4,4,2.757
39696,377,3448,0,1,1,1.396
39697,377,18597,0,2,2,4.685
39698,377,5132,0,1,1,0.511
39699,377,3329,0,1,1,0.459
39700,377,198,1,3,2,1.399
39701,377,4009,0,2,2,1.492
39702,377,2942,0,2,2,1.296
39703,377,1706,0,3,3,4.858
39704,377,11735,0,1,1,0.795
39705,377,7067,0,1,1,0.795
39706,377,4569,0,3,3,2.189
39707,377,5022,0,1,1,0.692
39708,377,3026,1,2,1,0.222
39709,377,24952,0,1,1,0.891
39710,377,3208,0,3,3,1.9
39711,377,2803,1,5,4,3.191
39712,377,12102,0,1,1,0.699
39713,377,10663,0,8,8,9.397
39714,377,23725,0,1,1,0.869
39715,377,7905,0,2,2,4.283
39716,377,23359,0,1,1,0.927
39717,377,22790,0,1,1,1.106
39718,377,2318,0,7,7,4.675
39719,377,10034,0,12,12,9.735
39720,377,5533,1,0,-1,-1.088
39721,377,4282,0,4,4,3.583
39722,377,6095,1,4,3,4.626
39723,377,1186,0,4,4,2.974
39724,377,2981,0,7,7,4.972
39725,377,8261,1,1,0,-0.145
39726,377,21448,0,1,1,0.927
39727,377,696,0,1,1,0.783
39728,377,17114,0,2,2,1.241
39729,377,3508,1,8,7,5.833
39730,377,2712,0,3,3,3.124
39731,377,5800,0,10,10,9.654
39732,377,6133,0,1,1,0.904
39733,377,7138,1,6,5,9.901
39734,377,4278,1,1,0,-0.0
39735,377,33,1,16,15,14.276
39736,377,9098,0,1,1,0.692
39737,377,4171,1,3,2,1.164
39738,377,17991,0,3,3,2.786
39739,377,5843,0,16,16,17.897
39740,377,5101,1,7,6,6.92
39741,377,16614,0,2,2,1.478
39742,377,20037,0,3,3,1.942
39743,377,10993,0,28,28,29.578
39744,377,19312,0,1,1,0.927
39745,377,1222,0,1,1,0.783
39746,377,13143,0,8,8,10.656
39747,377,5031,0,1,1,0.927
39748,377,13547,0,3,3,2.333
39749,377,18554,0,2,2,2.821
39750,377,15626,0,1,1,0.927
39751,377,6592,0,5,5,9.338
39752,377,2557,0,7,7,7.652
39753,377,2112,0,2,2,1.389
39754,377,2322,0,8,8,10.573
39755,377,18126,2,3,1,0.969
39756,377,322,0,1,1,0.927
39757,377,15551,2,10,8,7.636
39758,377,1117,0,4,4,2.524
39759,377,5735,2,7,5,4.992
39760,377,16881,0,1,1,0.557
39761,377,16866,0,1,1,0.557
39762,377,16850,0,1,1,0.557
39763,377,627,0,6,6,7.147
39764,377,411,1,11,10,9.509
39765,377,792,1,3,2,1.153
39766,377,9144,0,4,4,6.64
39767,377,16036,0,2,2,1.995
39768,377,363,7,5,-2,-3.576
39769,377,4167,0,14,14,15.594
39770,377,629,0,4,4,2.928
39771,377,4529,0,4,4,2.975
39772,377,2710,0,18,18,21.699
39773,377,4040,0,6,6,5.549
39774,377,13578,0,2,2,1.829
39775,377,4967,0,3,3,2.687
39776,377,5270,1,3,2,1.549
39777,377,5798,0,1,1,1.252
39778,377,949,1,13,12,12.778
39779,377,32,0,9,9,10.325
39780,377,699,0,6,6,6.635
39781,377,5863,3,12,9,9.568
39782,377,5865,0,5,5,3.787
39783,377,6073,0,5,5,3.548
39784,377,6723,1,3,2,1.261
39785,377,13686,0,8,8,8.209
39786,377,13682,2,0,-2,-2.731
39787,377,534,1,0,-1,-0.982
39788,377,3175,2,6,4,3.71
39789,377,7444,0,12,12,8.783
39790,377,12046,0,21,21,26.338
39791,377,3964,0,2,2,1.871
39792,377,12918,0,1,1,0.692
39793,377,3514,0,13,13,10.335
39794,377,577,1,20,19,16.339
39795,377,2121,0,7,7,8.673
39796,377,1116,2,3,1,1.156
39797,377,12069,0,9,9,6.682
39798,377,4263,0,9,9,10.196
39799,377,794,0,2,2,1.584
39800,377,11462,1,13,12,12.844
39801,377,11291,0,1,1,3.5
39802,377,3395,2,18,16,18.883
39803,377,635,16,199,183,197.877
39804,377,5768,0,1,1,0.927
39805,377,6187,0,1,1,0.673
39806,377,1529,3,4,1,-4.601
39807,377,4849,1,21,20,23.449
39808,377,20,17,118,101,102.462
39809,377,2854,21,203,182,186.582
39810,377,6954,0,3,3,1.893
39811,377,3447,3,70,67,79.598
39812,377,1698,0,34,34,35.11
39813,377,2938,2,14,12,8.767
39814,377,2856,1,10,9,11.762
39815,377,17,16,139,123,142.985
39816,377,5396,0,17,17,17.915
39817,377,1754,0,14,14,13.36
39818,377,512,3,42,39,49.495
39819,377,1213,1,13,12,10.231
